start_ip_in,end_ip_in,continen,countr,country_cod,country_c,regio,stat,state_cod,state_c,cit,city_c,postal_cod,area_cod,time_zon,latitud,longitud,dm,ms,connection_typ,line_spee,ip_routing_typ,as,sl,tl,organizatio,carrie,anonymizer_statu,proxy_typ,proxy_leve,proxy_last_detecte,hosting_facilit
1681110,1681111,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681111,1681111,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-0,fals
1681111,1681111,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681111,1681111,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,privat,we,elit,2019-05-1,fals
1681111,1681112,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681112,1681112,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,privat,we,elit,2019-05-1,fals
1681112,1681113,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681113,1681113,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,transparen,2019-03-1,fals
1681113,1681118,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681118,1681118,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-04-1,fals
1681118,1681122,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681122,1681122,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,htt,elit,2019-06-1,fals
1681123,1681123,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681123,1681123,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-05-2,fals
1681123,1681127,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681127,1681127,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-03-1,fals
1681128,1681130,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681130,1681130,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1681130,1681137,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681137,1681137,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,transparen,2019-05-1,fals
1681137,1681137,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681137,1681137,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-05-0,fals
1681137,1681139,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681140,1681140,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1681140,1681147,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681147,1681147,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,transparen,2019-04-1,fals
1681147,1681148,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681148,1681148,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-03-2,fals
1681148,1681149,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681149,1681149,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1681149,1681158,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681158,1681158,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,sock,elit,2019-01-0,fals
1681158,1681175,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681176,1681176,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-03-2,fals
1681176,1681177,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681177,1681179,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681179,1681179,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,transparen,2019-03-1,fals
1681179,1681187,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681187,1681187,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-05-1,fals
1681187,1681191,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681191,1681191,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,transparen,2019-03-1,fals
1681191,1681194,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681194,1681194,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-0,fals
1681194,1681201,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681201,1681201,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-1,fals
1681201,1681202,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681202,1681202,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1681203,1681203,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681203,1681203,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681203,1681203,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-1,fals
1681203,1681206,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681206,1681206,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-06-0,fals
1681207,1681213,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681213,1681213,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-1,fals
1681213,1681215,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681215,1681215,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-06-0,fals
1681215,1681218,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681218,1681218,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,privat,we,elit,2019-05-1,fals
1681218,1681222,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681222,1681222,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,htt,transparen,2019-06-1,fals
1681222,1681224,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681224,1681224,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-06-0,fals
1681224,1681228,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681228,1681254,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681254,1681279,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681280,1681281,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681281,1681281,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,transparen,2019-04-2,fals
1681281,1681284,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681284,1681284,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1681284,1681288,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681288,1681288,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-04-2,fals
1681288,1681293,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681293,1681293,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-04-2,fals
1681293,1681302,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681302,1681302,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,transparen,2019-05-1,fals
1681302,1681303,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681303,1681303,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,htt,transparen,2019-06-1,fals
1681303,1681305,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681305,1681315,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totbroadban,co,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681315,1681331,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681331,1681356,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681356,1681358,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681358,1681358,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-05-2,fals
1681358,1681361,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681361,1681361,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-05-2,fals
1681361,1681368,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681368,1681368,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,elit,2019-04-2,fals
1681368,1681369,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681369,1681369,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1681369,1681372,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681372,1681372,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-05-3,fals
1681372,1681373,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681373,1681373,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1681374,1681378,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681378,1681378,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1681378,1681378,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681379,1681379,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1681379,1681380,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681380,1681380,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-05-3,fals
1681380,1681381,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681381,1681381,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1681381,1681382,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681382,1681397,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681397,1681397,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,inactiv,htt,elit,2018-12-2,fals
1681397,1681407,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681408,1681433,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681433,1681459,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681459,1681460,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681460,1681460,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-06-0,fals
1681460,1681467,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681467,1681467,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-05-2,fals
1681467,1681475,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681475,1681475,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,sock,elit,2019-05-0,fals
1681475,1681497,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681497,1681497,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-06-0,fals
1681497,1681505,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681505,1681505,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,activ,sock,elit,2019-06-1,fals
1681505,1681508,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,"""","""","""","""",fals
1681508,1681508,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",dynamic ip address for residential broadband customer,tot public company limite,suspec,htt,transparen,2019-04-2,fals
